Present,111,001,010,100,011,000,110,101
0101111101,0101111101,0101111011,0101111100,1010001000,0101111101,0101111101,0100010000,1100010000
0110001000,0110001000,0110001000,1110101001,1111001001,1111101001,0110001000,0100010000,1100010000
0110101001,0110101001,0110101001,0110101001,1100001000,0110101010,0110101001,0100010000,1100010000
0110101010,0110101010,0110101010,0110101001,1100010000,0110101011,0110101010,0100010000,1100010000
0110101011,0110101011,0110101011,0110101010,0010001000,0110101011,0110101011,0100010000,1100010000
0111001001,0111001001,0111001001,0111001001,1100001000,0111001010,0111001001,0100010000,1100010000
0111001010,0111001010,0111001010,0111001001,0010001000,0111001011,0111001010,0100010000,1100010000
0111001011,0111001011,0111001011,0111001010,1100011000,0111001011,0111001011,0100010000,1100010000
0111101001,0111101001,0111101001,0111101001,0010001000,0111101010,0111101001,0100010000,1100010000
0111101010,0111101010,0111101010,0111101001,1100010000,0111101011,0111101010,0100010000,1100010000
0111101011,0111101011,0111101011,0111101010,1100011000,0111101011,0111101011,0100010000,1100010000
1010001000,1010001000,1010001000,0010101001,0011001001,0011101001,1010001000,0100010000,1100010000
1010101001,1010101001,1010101001,1010101001,1000000000,1010101010,1010101001,0100010000,1100010000
1010101010,1010101010,1010101010,1010101001,1000000000,1010101011,1010101010,0100010000,1100010000
1010101011,1010101011,1010101011,1010101010,1110001000,1010101011,1010101011,0100010000,1100010000
1011001001,1011001001,1011001001,1011001001,1000000000,1011001010,1011001001,0100010000,1100010000
1011001010,1011001010,1011001010,1011001001,1110001000,1011001011,1011001010,0100010000,1100010000
1011001011,1011001011,1011001011,1011001010,1000000000,1011001011,1011001011,0100010000,1100010000
1011101001,1011101001,1011101001,1011101001,1110001000,1011101010,1011101001,0100010000,1100010000
1011101010,1011101010,1011101010,1011101001,1000000000,1011101011,1011101010,0100010000,1100010000
1011101011,1011101011,1011101011,1011101010,1000000000,1011101011,1011101011,0100010000,1100010000
1100001000,1100001000,1100001000,0100101001,0101001001,0101101001,1100001000,0100010000,1100010000
1100010000,1100010000,1100010000,0100110001,0101010001,0101110001,1100010000,0100010000,1100010000
1100011000,1100011000,1100011000,0101011001,0101011001,0101111001,1100011000,0100010000,1100010000
1100101001,1100101001,1100101001,1100101001,0100001000,1100101010,1100101100,0100010000,1100010000
1100101010,1100101010,1100101010,1100101001,0100010000,1100101011,1100101100,0100010000,1100010000
1100101011,1100101011,1100101011,1100101010,0100011000,1100101011,1100101101,0100010000,1100010000
1100101100,1100101100,1100101001,1100101100,0010001000,1100101101,1100101100,0100010000,1100010000
1100101101,1100101101,1100101011,1100101100,1010001000,1100101101,1100101101,0100010000,1100010000
1101001001,1101001001,1101001001,1101001001,0100001000,1101001010,1101001100,0100010000,1100010000
1101001010,1101001010,1101001010,1101001001,0100010000,1101001011,1101001100,0100010000,1100010000
1101001011,1101001011,1101001011,1101001010,0100011000,1101001011,1101001101,0100010000,1100010000
1101001100,1101001100,1101001001,1101001100,0010001000,1101001101,1101001100,0100010000,1100010000
1101001101,1101001101,1101001011,1101001100,1110010000,1101001101,1101001101,0100010000,1100010000
1101101001,1101101001,1101101001,1101101001,0100001000,1101101010,1101101100,0100010000,1100010000
1101101010,1101101010,1101101010,1101101001,0100010000,1101101011,1101101100,0100010000,1100010000
1101101011,1101101011,1101101011,1101101010,0100011000,1101101011,1101101101,0100010000,1100010000
1101101100,1101101100,1101101001,1101101100,1110011000,1101101101,1101101100,0100010000,1100010000
1101101101,1101101101,1101101011,1101101100,0010001000,1101101101,1101101101,0100010000,1100010000
1100110001,1100110001,1100110001,1100110001,0100001000,1100110010,1100110100,0100010000,1100010000
1100110010,1100110010,1100110010,1100110001,0100010000,1100110011,1100110100,0100010000,1100010000
1100110011,1100110011,1100110011,1100110010,0100011000,1100110011,1100110101,0100010000,1100010000
1100110100,1100110100,1100110001,1100110100,0010001000,1100110101,1100110100,0100010000,1100010000
1100110101,1100110101,1100110011,1100110100,0010001000,1100110101,1100110101,0100010000,1100010000
1101010001,1101010001,1101010001,1101010001,0100001000,1101010010,1101010100,0100010000,1100010000
1101010010,1101010010,1101010010,1101010001,0100010000,1101010011,1101010100,0100010000,1100010000
1101010011,1101010011,1101010011,1101010010,0100011000,1101010011,1101010101,0100010000,1100010000
1101010100,1101010100,1101010001,1101010100,1100010000,1101010101,1101010100,0100010000,1100010000
1101010101,1101010101,1101010011,1101010100,1100010000,1101010101,1101010101,0100010000,1100010000
1101110001,1101110001,1101110001,1101110001,0100001000,1101110010,1101110100,0100010000,1100010000
1101110010,1101110010,1101110010,1101110001,0100010000,1101110011,1101110100,0100010000,1100010000
1101110011,1101110011,1101110011,1101110010,0100011000,1101110011,1101110101,0100010000,1100010000
1101110100,1101110100,1101110001,1101110100,0010001000,1101110101,1101110100,0100010000,1100010000
1101110101,1101110101,1101110011,1101110100,0010001000,1101110101,1101110101,0100010000,1100010000
1100111001,1100111001,1100111001,1100111001,0100001000,1100111010,1100111100,0100010000,1100010000
1100111010,1100111010,1100111010,1100111001,0100010000,1100111011,1100111100,0100010000,1100010000
1100111011,1100111011,1100111011,1100111010,0100011000,1100111011,1100111101,0100010000,1100010000
1100111100,1100111100,1100111001,1100111100,0010001000,1100111101,1100111100,0100010000,1100010000
1100111101,1100111101,1100111011,1100111100,1100001000,1100111101,1100111101,0100010000,1100010000
1101011001,1101011001,1101011001,1101011001,0100001000,1101011010,1101011100,0100010000,1100010000
1101011010,1101011010,1101011010,1101011001,0100010000,1101011011,1101011100,0100010000,1100010000
1101011011,1101011011,1101011011,1101011010,0100011000,1101011011,1101011101,0100010000,1100010000
1101011100,1101011100,1101011001,1101011100,1100010000,1101011101,1101011100,0100010000,1100010000
1101011101,1101011101,1101011011,1101011100,0010001000,1101011101,1101011101,0100010000,1100010000
1101111001,1101111001,1101111001,1101111001,0100001000,1101111010,1101111100,0100010000,1100010000
1101111010,1101111010,1101111010,1101111001,0100010000,1101111011,1101111100,0100010000,1100010000
1101111011,1101111011,1101111011,1101111010,0100011000,1101111011,1101111101,0100010000,1100010000
1101111100,1101111100,1101111001,1101111100,0010001000,1101111101,1101111100,0100010000,1100010000
1101111101,1101111101,1101111011,1101111100,0010001000,1101111101,1101111101,0100010000,1100010000
1110001000,1110001000,1110001000,0110101001,0111001001,0111101001,1110001000,0100010000,1100010000
1110101001,1110101001,1110101001,1110101001,0100001000,1110101010,1110101001,0100010000,1100010000
1110101010,1110101010,1110101010,1110101001,0100010000,1110101011,1110101010,0100010000,1100010000
1110101011,1110101011,1110101011,1110101010,1010001000,1110101011,1110101011,0100010000,1100010000
1111001001,1111001001,1111001001,1111001001,0100001000,1111001010,1111001001,0100010000,1100010000
1111001010,1111001010,1111001010,1111001001,1010001000,1111001011,1111001010,0100010000,1100010000
1111001011,1111001011,1111001011,1111001010,0100011000,1111001011,1111001011,0100010000,1100010000
1111101001,1111101001,1111101001,1111101001,1010001000,1111101010,1111101001,0100010000,1100010000
1111101010,1111101010,1111101010,1111101001,0100010000,1111101011,1111101010,0100010000,1100010000
1111101011,1111101011,1111101011,1111101010,0100011000,1111101011,1111101011,0100010000,1100010000
1000000000,1000000000,1000000000,1000000000,1100010000,1000000000,1000000000,0100010000,1100010000
0000000000,0000000000,0000000000,0000000000,0100010000,0000000000,0000000000,0100010000,1100010000
